sentiment,airline,text
neutral,United,@United to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek
negative,American,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!
positive,US Airways,@USAirways Exicted to be flying with y'all soon !!
positive,Southwest,@SouthwestAir telling my Fam in Vegas now. :)
negative,US Airways,"@USAirways @AuroraBIZ check your bag, @PHLAirport bag handlers broke into my suitcase and stole my camera, bag was returned in a trash bag"
negative,United,"@united ... I want my bag off flight 1142, what do I do now?"
negative,US Airways,@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0
negative,American,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today
neutral,Southwest,@SouthwestAir my sister&amp;brother in law need to get to Florida desperately flying w/ @USAirways is there anything you can do?
negative,United,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?
negative,United,@United I'm hoping we don't miss our LAX - ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!
neutral,American,@americanair Yes to the iOS. I'm running iOS 8.1.3
negative,Southwest,@SouthwestAir is main supporter of play where Jesus is portrayed as homosexual partner of Judas and who performs a “gay wedding” #boycott
neutral,Delta,@JetBlue 108 to Portland Maine
negative,United,@united Hate when I get bumped out of the seat I've selected (&amp; empty row) and moved to another seat (non-empty). #1K #flt803 #nonupgrade!
negative,US Airways,"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?"
neutral,Southwest,@SouthwestAir are you hiring for flight attendants right now
negative,United,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir
neutral,Southwest,@SouthwestAir My birthday is during #DestinationDragons could I get tix?? http://t.co/07XhCacjax
neutral,Delta,@JetBlue Says #Lufthansa Incentive Offer To Have No Impact On Share Count - Nasdaq http://t.co/VU7XSWJKiY
negative,US Airways,"@USAirways Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" 😒"
negative,American,"@AmericanAir nothing, you have done enough."
neutral,US Airways,"@USAirways Only for one flight, though. The 2nd leg my kids are sitting scattered about the aircraft."
negative,US Airways,"@USAirways his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money"
negative,United,@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....
negative,Southwest,@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?
neutral,Virgin America,@VirginAmerica Can you give me Silver Status for 12 months?
negative,American,"@AmericanAir I have got a flight for
The next day !! What about a credit ! You guys are a multimillion dollar company give us back a Credit"
negative,US Airways,@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better
negative,American,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.
negative,US Airways,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs
neutral,US Airways,@USAirways @AmericanAir  ..off to vegas http://t.co/AygAOeB6Uu
neutral,Southwest,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!
neutral,United,@united There is only one club at LAX  - in terminal 7 across from gate 71
negative,United,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?
neutral,United,@united happens every time in and out of Newark.
neutral,Virgin America,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?"
neutral,American,@AmericanAir do you know if there is wifi on this flight? If so how much is it? Thank you :-)
negative,American,@AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone #wtf is this how you treat your loyal passengers?#stranded
neutral,Southwest,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?"
negative,Southwest,@SouthwestAir I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.
negative,United,"@united delayed because of salt on the floor from previous passengers? The 180 of just just want to fly, don't care about our shoes. Ua649"
positive,Virgin America,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?
positive,Delta,@JetBlue thanks! Have a good Sunday.
positive,Virgin America,@VirginAmerica thank you
negative,American,@AmericanAir been on the phone for 47 minutes...said it would be 10...  Any advice?
negative,US Airways,@USAirways CSTSVC in PHL honors UR system over my reality. No RCD of change in HPN. Now extra hours in PHL or $75 to get to CLE.
negative,American,@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.
negative,United,@united I would like 2 speak @United VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp http://t.co/OtFZ7CygUQ
positive,Southwest,@SouthwestAir much respect!
negative,US Airways,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.
negative,United,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back
positive,United,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!
negative,American,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home
negative,United,"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck"
negative,United,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled
positive,Southwest,@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.
negative,United,@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated
negative,US Airways,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am..."
negative,United,@united @gg8929 I'm sorry United isn't able to keep its word 'cuz their IT is totally inadequate but they still says it's a customer fault!
positive,Southwest,@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
neutral,Delta,"Now put your baggage fees back on ""free."" RT @JetBlue: Our fleet's on fleek. http://t.co/oxsA8btVTB"
negative,US Airways,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again."
neutral,Delta,LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”
neutral,Southwest,@SouthwestAir so was there a winner for #DestinationDragons ???
negative,Virgin America,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable
negative,United,"@united I mean, your employees were really nice as I literally sobbed?"
negative,US Airways,@USAirways The automated message isn't helpful and it's impossible to speak with a human right now. Desperately need our luggage :(
negative,Delta,@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially
positive,Delta,LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”
negative,US Airways,"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?"
neutral,Delta,@JetBlue I hear that the new thing in your planes are the Fly-Fi. How I can check if the flight that Im going to take have it?
negative,Delta,"@JetBlue here's part: was at bag drop inserted my JetBlue cc, didn't print pass. Agent standing in front of me refused to print my pass"
negative,American,@AmericanAir I understand they're busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk
negative,US Airways,@USAirways Been on hold 2.5 hours now! System hung up on me twice after an hour holding. :(  Trying 2 correct online Flight Booking Problems error. #unhappy
negative,United,@united @44Stocker my wife Sarah stocker did also called but could not connect me to customer service
negative,US Airways,@USAirways You landed me at #BWI instead of @Reagan_Airport  and have no plans for me to make it home to DC. How do you suggest I get home?
